school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,G1_scale,G2_scale,G3_scale,subject,GT_scale,G1_scale_rank,G2_scale_rank,G3_scale_rank,GT_scale_rank,G1_scale_rank_bin,G2_scale_rank_bin,G3_scale_rank_bin,GT_scale_rank_bin
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,-0.2741669275963179,0.07615004785929728,0.34635815990011215,math,0.05186348657602268,600,487,326,497,5,5,4,5
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,-1.4808068874909766,-2.8519203764650123,-2.2762259901422714,math,-2.310640423209514,962,1025,991,1028,8,9,8,9
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,0.6308130423246762,0.34233826825241637,0.34635815990011215,math,0.4613305320932262,248,360,326,344,4,4,4,4
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,-1.179146897517312,-2.8519203764650123,-2.2762259901422714,math,-2.2051732274072293,883,1025,991,1024,7,9,8,9
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,2.1391129921929997,1.9394675906111307,1.6576502349213038,math,2.0055168034480233,12,19,24,26,1,1,1,1
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,0.3291530523510115,0.34233826825241637,0.5649068390703108,math,0.4322729269044873,353,360,295,351,4,4,4,4
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,-1.4808068874909766,-0.7224146133200599,-0.5278365567806823,math,-0.9548400334183478,962,804,746,884,8,7,6,7
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,-2.3857868574119707,-1.520979274499417,-1.1834825942912781,math,-1.7796667669968884,1041,983,934,1008,9,8,8,9
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,0.6308130423246762,1.1409029294317736,1.0020041974107081,math,0.9697556782649136,248,132,123,180,4,3,3,3
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,-1.4808068874909766,-0.7224146133200599,-0.5278365567806823,math,-0.9548400334183478,962,804,746,884,8,7,6,7
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,-1.179146897517312,-0.19003817253382177,-0.0907391984402851,math,-0.510422740168272,883,522,558,733,7,5,5,6
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,-1.4808068874909766,-0.45622639292694084,-0.5278365567806823,math,-0.8617745753079976,962,671,746,858,8,6,6,7
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,-0.8774869075436472,-0.45622639292694084,-0.5278365567806823,math,-0.6508401837034289,842,671,746,789,7,6,6,6
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,-0.8774869075436472,0.34233826825241637,0.34635815990011215,math,-0.06600544691819604,842,360,326,534,7,4,4,5
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,-1.179146897517312,-0.45622639292694084,-0.5278365567806823,math,-0.7563073795057134,883,671,746,826,7,6,6,7
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,0.9324730322983409,0.34233826825241637,0.5649068390703108,math,0.6432073185090562,218,360,295,264,3,4,4,4
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,0.027493062377346802,0.07615004785929728,0.12780948072991352,math,0.08092109176476156,470,487,439,488,5,5,5,5
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,1.2341330222720055,0.8747147090386544,0.7834555182405094,math,1.0112150211455866,123,166,205,173,3,3,3,3
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,-0.2741669275963179,-0.45622639292694084,-2.2762259901422714,math,-1.0511825170072246,600,671,991,903,5,6,8,7
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,1.837453002219335,1.9394675906111307,1.6576502349213038,math,1.9000496076457385,36,19,24,34,1,1,1,1
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,-0.8774869075436472,-0.7224146133200599,-0.5278365567806823,math,-0.7439056418137789,842,804,746,822,7,7,6,7
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,0.6308130423246762,0.34233826825241637,0.34635815990011215,math,0.4613305320932262,248,360,326,344,4,4,4,4
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,-0.2741669275963179,-0.45622639292694084,-0.3092878776104837,math,-0.36349620148531436,600,671,718,663,5,6,6,6
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,-0.5758269175699826,-0.19003817253382177,-2.2762259901422714,math,-1.063584254699159,746,522,991,911,6,5,8,7
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,1.837453002219335,1.6732793702180115,1.4391015557511053,math,1.7305745589218429,36,51,65,45,1,2,2,2
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,-0.5758269175699826,-0.45622639292694084,-0.0907391984402851,math,-0.3925538066740532,746,671,558,673,6,6,5,6
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,0.3291530523510115,-0.19003817253382177,0.12780948072991352,math,0.09332282945669586,353,522,439,485,4,5,5,5
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,-0.2741669275963179,-0.45622639292694084,-0.0907391984402851,math,-0.28708661087176873,600,671,558,620,5,6,5,5
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,-1.4808068874909766,-2.8519203764650123,-2.2762259901422714,math,-2.310640423209514,962,1025,991,1028,8,9,8,9
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,-0.5758269175699826,-0.45622639292694084,-0.3092878776104837,math,-0.46896339728759884,746,671,718,713,6,6,6,6
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,1.2341330222720055,0.8747147090386544,0.7834555182405094,math,1.0112150211455866,123,166,205,173,3,3,3,3
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,0.027493062377346802,0.07615004785929728,0.12780948072991352,math,0.08092109176476156,470,487,439,488,5,5,5,5
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,1.2341330222720055,0.8747147090386544,0.7834555182405094,math,1.0112150211455866,123,166,205,173,3,3,3,3
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,-0.2741669275963179,-0.19003817253382177,-0.0907391984402851,math,-0.1940211527614186,600,522,558,573,5,5,5,5
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,0.3291530523510115,0.34233826825241637,0.34635815990011215,math,0.35586333629094175,353,360,326,378,4,4,4,4
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,-0.2741669275963179,-0.45622639292694084,-0.3092878776104837,math,-0.36349620148531436,600,671,718,663,5,6,6,6
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,-0.5758269175699826,-0.45622639292694084,-0.3092878776104837,math,-0.46896339728759884,746,671,718,713,6,6,6,6
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,-0.5758269175699826,-0.7224146133200599,-0.5278365567806823,math,-0.6384384460114946,746,804,746,786,6,7,6,6
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,-0.2741669275963179,0.07615004785929728,-0.0907391984402851,math,-0.10095569465106849,600,487,558,555,5,5,5,5
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,-0.8774869075436472,-0.7224146133200599,-0.5278365567806823,math,-0.7439056418137789,842,804,746,822,7,7,6,7
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,0.027493062377346802,-0.45622639292694084,-0.0907391984402851,math,-0.18161941506948434,470,671,558,571,5,6,5,5
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,0.3291530523510115,0.34233826825241637,0.34635815990011215,math,0.35586333629094175,353,360,326,378,4,4,4,4
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,-0.8774869075436472,-0.45622639292694084,-0.0907391984402851,math,-0.4980210024763377,842,671,558,726,7,6,5,6
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,-0.2741669275963179,-0.45622639292694084,0.12780948072991352,math,-0.21067702025822319,600,671,439,587,5,6,5,5
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,0.3291530523510115,-0.19003817253382177,0.12780948072991352,math,0.09332282945669586,353,522,439,485,4,5,5,5
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,2.1391129921929997,1.9394675906111307,1.8761989140915025,math,2.081926394061569,12,19,19,18,1,1,1,1
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,0.6308130423246762,0.34233826825241637,0.34635815990011215,math,0.4613305320932262,248,360,326,344,4,4,4,4
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,1.2341330222720055,0.8747147090386544,0.7834555182405094,math,1.0112150211455866,123,166,205,173,3,3,3,3
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,1.2341330222720055,0.6085264886455354,1.0020041974107081,math,0.9945591536487821,123,243,123,178,3,4,3,3
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,0.3291530523510115,0.07615004785929728,0.12780948072991352,math,0.18638828756704603,353,487,439,445,4,5,5,5
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,1.2341330222720055,1.1409029294317736,1.0020041974107081,math,1.1806900698694824,123,132,123,135,3,3,3,3
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,0.3291530523510115,0.34233826825241637,0.5649068390703108,math,0.4322729269044873,353,360,295,351,4,4,4,4
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,2.1391129921929997,1.9394675906111307,1.6576502349213038,math,2.0055168034480233,12,19,24,26,1,1,1,1
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,0.9324730322983409,0.6085264886455354,0.7834555182405094,math,0.8126823672329522,218,243,205,223,3,4,3,3
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,0.9324730322983409,0.34233826825241637,0.12780948072991352,math,0.49038813728196506,218,360,439,327,3,4,5,4
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,-0.2741669275963179,-0.45622639292694084,-2.2762259901422714,math,-1.0511825170072246,600,671,991,903,5,6,8,7
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,-0.2741669275963179,-0.7224146133200599,-0.5278365567806823,math,-0.5329712502092101,600,804,746,737,5,7,6,6
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,0.9324730322983409,0.6085264886455354,0.7834555182405094,math,0.8126823672329522,218,243,205,223,3,4,3,3
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,1.5357930122456702,1.1409029294317736,1.2205528765809066,math,1.3625668562853126,66,132,107,91,2,3,2,2
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,0.3291530523510115,-0.19003817253382177,0.12780948072991352,math,0.09332282945669586,353,522,439,485,4,5,5,5
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,0.027493062377346802,0.07615004785929728,-0.0907391984402851,math,0.004511501151215967,470,487,558,519,5,5,5,5
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14,1.2341330222720055,0.34233826825241637,0.7834555182405094,math,0.8250841049248864,123,360,205,220,3,4,3,3
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18,1.837453002219335,1.6732793702180115,1.6576502349213038,math,1.8069841495353884,36,51,24,40,1,2,1,1
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,1.2341330222720055,0.8747147090386544,0.5649068390703108,math,0.934805430532041,123,166,295,197,3,3,4,3
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,0.9324730322983409,0.34233826825241637,0.34635815990011215,math,0.5667977278955108,218,360,326,295,3,4,4,4
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,1.837453002219335,1.9394675906111307,1.6576502349213038,math,1.9000496076457385,36,19,24,34,1,1,1,1
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,-0.8774869075436472,-0.45622639292694084,-0.5278365567806823,math,-0.6508401837034289,842,671,746,789,7,6,6,6
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,1.2341330222720055,0.34233826825241637,0.34635815990011215,math,0.6722649236977951,123,360,326,263,3,4,4,4
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10,0.3291530523510115,-0.19003817253382177,-0.0907391984402851,math,0.01691323884315028,353,522,558,508,4,5,5,5
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0,-0.5758269175699826,-0.45622639292694084,-2.2762259901422714,math,-1.1566497128095092,746,671,991,924,6,6,8,7
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13,0.9324730322983409,0.34233826825241637,0.5649068390703108,math,0.6432073185090562,218,360,295,264,3,4,4,4
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,0.6308130423246762,0.07615004785929728,0.12780948072991352,math,0.2918554833693305,248,487,439,391,4,5,5,4
GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,0.6308130423246762,-0.19003817253382177,0.12780948072991352,math,0.19879002525898035,248,522,439,444,4,5,5,5
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,1.2341330222720055,0.6085264886455354,0.5649068390703108,math,0.8417399724216909,123,243,295,213,3,4,4,3
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,0.6308130423246762,0.07615004785929728,0.12780948072991352,math,0.2918554833693305,248,487,439,391,4,5,5,4
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,-0.8774869075436472,-0.7224146133200599,-2.2762259901422714,math,-1.3551823667221436,842,804,991,954,7,7,8,8
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,-0.5758269175699826,-0.19003817253382177,-0.3092878776104837,math,-0.37589793917724873,746,522,718,671,6,5,6,6
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10,0.027493062377346802,0.07615004785929728,-0.0907391984402851,math,0.004511501151215967,470,487,558,519,5,5,5,5
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11,0.027493062377346802,0.07615004785929728,0.12780948072991352,math,0.08092109176476156,470,487,439,488,5,5,5,5
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,0.6308130423246762,0.6085264886455354,0.5649068390703108,math,0.6308055808171219,248,243,295,266,4,4,4,4
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,0.027493062377346802,-0.45622639292694084,-0.3092878776104837,math,-0.2580290056830299,470,671,718,616,5,6,6,5
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,0.027493062377346802,0.07615004785929728,0.12780948072991352,math,0.08092109176476156,470,487,439,488,5,5,5,5
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,0.3291530523510115,0.8747147090386544,1.0020041974107081,math,0.771223024352279,353,166,123,228,4,3,3,3
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,1.5357930122456702,1.1409029294317736,1.0020041974107081,math,1.286157265671767,66,132,123,107,2,3,3,2
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,-0.5758269175699826,0.34233826825241637,0.12780948072991352,math,-0.036947841729457226,746,360,439,532,6,4,5,5
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,0.9324730322983409,1.1409029294317736,1.2205528765809066,math,1.1516324646807437,218,132,107,140,3,3,2,3
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,0.027493062377346802,-0.19003817253382177,-0.0907391984402851,math,-0.08855395695913418,470,522,558,535,5,5,5,5
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,-0.2741669275963179,-0.45622639292694084,-0.3092878776104837,math,-0.36349620148531436,600,671,718,663,5,6,6,6
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,0.9324730322983409,0.8747147090386544,0.7834555182405094,math,0.9057478253433021,218,166,205,198,3,3,3,3
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,-0.5758269175699826,-0.7224146133200599,-0.5278365567806823,math,-0.6384384460114946,746,804,746,786,6,7,6,6
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,0.3291530523510115,0.8747147090386544,0.7834555182405094,math,0.6948134337387332,353,166,205,262,4,3,3,4
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,-1.179146897517312,-2.8519203764650123,-2.2762259901422714,math,-2.2051732274072293,883,1025,991,1024,7,9,8,9
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,-0.8774869075436472,-0.7224146133200599,-2.2762259901422714,math,-1.3551823667221436,842,804,991,954,7,7,8,8
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,-0.2741669275963179,-0.45622639292694084,-2.2762259901422714,math,-1.0511825170072246,600,671,991,903,5,6,8,7
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,1.5357930122456702,1.1409029294317736,1.0020041974107081,math,1.286157265671767,66,132,123,107,2,3,3,2
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13,0.9324730322983409,0.6085264886455354,0.5649068390703108,math,0.7362727766194064,218,243,295,232,3,4,4,3
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,-1.179146897517312,-0.7224146133200599,-2.2762259901422714,math,-1.4606495625244285,883,804,991,971,7,7,8,8
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,1.5357930122456702,1.1409029294317736,1.4391015557511053,math,1.4389764468988582,66,132,65,79,2,3,2,2
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,-0.5758269175699826,-0.19003817253382177,-0.0907391984402851,math,-0.2994883485637031,746,522,558,622,6,5,5,5
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,0.027493062377346802,0.34233826825241637,0.12780948072991352,math,0.1739865498751117,470,360,439,447,5,4,5,5
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,-0.2741669275963179,-0.19003817253382177,-2.2762259901422714,math,-0.9581170588968745,600,522,991,887,5,5,8,7
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,1.5357930122456702,1.1409029294317736,1.0020041974107081,math,1.286157265671767,66,132,123,107,2,3,3,2
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0,-0.5758269175699826,-0.7224146133200599,-2.2762259901422714,math,-1.2497151709198593,746,804,991,943,6,7,8,8
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,0.027493062377346802,-0.19003817253382177,-0.0907391984402851,math,-0.08855395695913418,470,522,558,535,5,5,5,5
