school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1_port,G2_port,G3_port,GT_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_port_rank,G2_port_rank,G3_port_rank,GT_port_rank,G1_port_rank_bin,G2_port_rank_bin,G3_port_rank_bin,GT_port_rank_bin
GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11,33,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,307,319,349,354,5,5,5,5
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,26,-0.874569782267105,-0.8827759712184965,-1.2099776903991253,-1.034983382879322,-0.874569782267105,-0.8827759712184965,-1.2099776903991253,-1.034983382879322,493,505,585,560,6,7,8,7
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0,20,-0.14548077945226706,-0.8827759712184965,-3.688164739137689,-1.645057561441999,-0.14548077945226706,-0.8827759712184965,-3.688164739137689,-1.645057561441999,307,505,635,628,5,7,9,9
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,29,-0.874569782267105,-0.5392977905705323,-0.5904309282144844,-0.6990864602893172,-0.874569782267105,-0.5392977905705323,-0.5904309282144844,-0.6990864602893172,493,422,453,493,6,6,6,6
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,39,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,153,153,195,181,4,4,4,4
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11,31,-0.14548077945226706,-0.8827759712184965,-0.28065754712216395,-0.4565409108402756,-0.14548077945226706,-0.8827759712184965,-0.28065754712216395,-0.4565409108402756,307,505,349,422,5,7,5,6
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13,39,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,153,153,195,181,4,4,4,4
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,23,-1.603658785081943,-1.2262541518664605,-1.2099776903991253,-1.4090879363257716,-1.603658785081943,-1.2262541518664605,-1.2099776903991253,-1.4090879363257716,600,577,585,601,8,7,8,8
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10,27,-0.874569782267105,-1.2262541518664605,-0.5904309282144844,-0.9386924325232456,-0.874569782267105,-1.2262541518664605,-0.5904309282144844,-0.9386924325232456,493,577,453,540,6,7,6,7
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11,32,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,307,422,349,385,5,6,5,5
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,33,0.21906372195515192,-0.5392977905705323,-0.28065754712216395,-0.2095871410585685,0.21906372195515192,-0.5392977905705323,-0.28065754712216395,-0.2095871410585685,225,422,349,354,4,6,5,5
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1,21,-0.510025280859686,-0.5392977905705323,-3.378391358045368,-1.5443583907532572,-0.510025280859686,-0.5392977905705323,-3.378391358045368,-1.5443583907532572,398,422,634,620,6,6,9,8
GP,M,16,U,LE3,T,1,2,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10,27,-0.874569782267105,-1.2262541518664605,-0.5904309282144844,-0.9386924325232456,-0.874569782267105,-1.2262541518664605,-0.5904309282144844,-0.9386924325232456,493,577,453,540,6,7,6,7
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,25,-1.2391142836745241,-1.2262541518664605,-0.9002043093068048,-1.1738901844245087,-1.2391142836745241,-1.2262541518664605,-0.9002043093068048,-1.1738901844245087,558,577,550,580,7,7,7,8
GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8,21,-1.603658785081943,-1.9132105131623889,-1.2099776903991253,-1.6486939085597003,-1.603658785081943,-1.9132105131623889,-1.2099776903991253,-1.6486939085597003,600,633,585,620,8,9,8,8
GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,27,-1.2391142836745241,-0.8827759712184965,-0.5904309282144844,-0.9460402300710242,-1.2391142836745241,-0.8827759712184965,-0.5904309282144844,-0.9460402300710242,558,505,453,540,7,7,6,7
GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,25,-0.874569782267105,-1.2262541518664605,-1.2099776903991253,-1.1547863689962863,-0.874569782267105,-1.2262541518664605,-1.2099776903991253,-1.1547863689962863,493,577,585,580,6,7,8,8
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,24,-1.2391142836745241,-1.2262541518664605,-1.2099776903991253,-1.281937152661029,-1.2391142836745241,-1.2262541518664605,-1.2099776903991253,-1.281937152661029,558,577,585,592,7,7,8,8
GP,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8,23,-1.2391142836745241,-1.5697323325144248,-1.2099776903991253,-1.4017401387779935,-1.2391142836745241,-1.5697323325144248,-1.2099776903991253,-1.4017401387779935,558,617,585,601,7,8,8,8
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,30,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,-0.5910394920527967,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,-0.5910394920527967,493,422,349,451,6,6,5,6
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,52,2.041786228992247,1.8650494739652166,1.887756120524079,2.0211164577395384,2.041786228992247,1.8650494739652166,1.887756120524079,2.0211164577395384,9,16,3,13,1,1,1,1
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,37,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,225,233,195,239,4,4,4,4
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,49,1.677241727584828,1.5215712933172525,1.5779827394317587,1.6661157197213108,1.677241727584828,1.5215712933172525,1.5779827394317587,1.6661157197213108,25,36,18,29,1,2,1,2
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,28,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,493,505,453,519,6,7,6,7
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,51,1.677241727584828,1.8650494739652166,1.887756120524079,1.8939656740747954,1.677241727584828,1.8650494739652166,1.887756120524079,1.8939656740747954,25,16,3,20,1,1,1,1
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,30,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,307,505,453,451,5,7,6,6
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,40,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,82,153,195,160,3,4,4,4
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,43,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,82,99,83,108,3,3,3,3
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,32,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,-0.3440857222710896,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,-0.3440857222710896,398,319,349,385,6,5,5,5
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,39,0.5836082233625709,0.14765857072539595,0.6486625961547973,0.48131051954966386,0.5836082233625709,0.14765857072539595,0.6486625961547973,0.48131051954966386,153,233,132,181,4,4,3,4
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,30,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,307,505,453,451,5,7,6,6
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,30,-0.510025280859686,-0.8827759712184965,-0.28065754712216395,-0.5836916945050183,-0.510025280859686,-0.8827759712184965,-0.28065754712216395,-0.5836916945050183,398,505,349,451,6,7,5,6
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,35,-0.14548077945226706,-0.1958196099225682,0.3388892150624769,-0.0008410021333062303,-0.14548077945226706,-0.1958196099225682,0.3388892150624769,-0.0008410021333062303,307,319,195,306,5,5,4,5
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,32,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,307,422,349,385,5,6,5,5
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,36,-0.14548077945226706,0.14765857072539595,0.3388892150624769,0.11896198398365813,-0.14548077945226706,0.14765857072539595,0.3388892150624769,0.11896198398365813,307,233,195,277,5,4,4,5
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,52,2.041786228992247,2.2085276546131807,1.5779827394317587,2.032872475619982,2.041786228992247,2.2085276546131807,1.5779827394317587,2.032872475619982,9,2,18,13,1,1,1,1
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,41,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,82,153,132,138,3,4,3,3
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,45,0.9481527247699899,1.1780931126692884,1.2682093583394383,1.1839641980383404,0.9481527247699899,1.1780931126692884,1.2682093583394383,1.1839641980383404,82,61,47,73,3,2,2,3
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,38,-0.14548077945226706,0.4911367513733601,0.6486625961547973,0.34681193833714286,-0.14548077945226706,0.4911367513733601,0.6486625961547973,0.34681193833714286,307,153,132,214,5,4,3,4
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,30,-0.510025280859686,-0.8827759712184965,-0.28065754712216395,-0.5836916945050183,-0.510025280859686,-0.8827759712184965,-0.28065754712216395,-0.5836916945050183,398,505,349,451,6,7,5,6
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,43,0.5836082233625709,0.8346149320213242,1.2682093583394383,0.9370104282566332,0.5836082233625709,0.8346149320213242,1.2682093583394383,0.9370104282566332,153,99,47,108,4,3,2,3
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,39,0.21906372195515192,0.4911367513733601,0.6486625961547973,0.47396272200188555,0.21906372195515192,0.4911367513733601,0.6486625961547973,0.47396272200188555,225,153,132,181,4,4,3,4
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,28,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,493,505,453,519,6,7,6,7
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,37,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,225,233,195,239,4,4,4,4
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,35,0.21906372195515192,-0.1958196099225682,0.029115833970156463,0.018262813294916167,0.21906372195515192,-0.1958196099225682,0.029115833970156463,0.018262813294916167,225,319,277,306,4,5,5,5
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,33,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,398,319,277,354,6,5,5,5
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,31,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,307,422,453,422,5,6,6,6
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,37,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,153,233,277,239,4,4,5,4
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,45,0.9481527247699899,1.1780931126692884,1.2682093583394383,1.1839641980383404,0.9481527247699899,1.1780931126692884,1.2682093583394383,1.1839641980383404,82,61,47,73,3,2,2,3
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,40,0.5836082233625709,0.4911367513733601,0.6486625961547973,0.6011135056666284,0.5836082233625709,0.4911367513733601,0.6486625961547973,0.6011135056666284,153,153,132,160,4,4,3,4
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12,33,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,398,319,277,354,6,5,5,5
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16,45,0.9481527247699899,1.1780931126692884,1.2682093583394383,1.1839641980383404,0.9481527247699899,1.1780931126692884,1.2682093583394383,1.1839641980383404,82,61,47,73,3,2,2,3
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11,32,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,307,422,349,385,5,6,5,5
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15,43,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,82,99,83,108,3,3,3,3
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12,35,-0.14548077945226706,0.14765857072539595,0.029115833970156463,0.010915015747137803,-0.14548077945226706,0.14765857072539595,0.029115833970156463,0.010915015747137803,307,233,277,306,5,4,5,5
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15,44,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,82,61,83,87,3,2,3,3
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13,39,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,153,153,195,181,4,4,4,4
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,39,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,153,153,195,181,4,4,4,4
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8,25,-1.2391142836745241,-0.8827759712184965,-1.2099776903991253,-1.1621341665440648,-1.2391142836745241,-0.8827759712184965,-1.2099776903991253,-1.1621341665440648,558,505,585,580,7,7,8,8
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12,34,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,307,319,277,329,5,5,5,5
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,44,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,82,61,83,87,3,2,3,3
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,35,-0.14548077945226706,0.14765857072539595,0.029115833970156463,0.010915015747137803,-0.14548077945226706,0.14765857072539595,0.029115833970156463,0.010915015747137803,307,233,277,306,5,4,5,5
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12,36,0.21906372195515192,0.14765857072539595,0.029115833970156463,0.13806579941188055,0.21906372195515192,0.14765857072539595,0.029115833970156463,0.13806579941188055,225,233,277,277,4,4,5,5
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,37,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,153,233,277,239,4,4,5,4
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13,39,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,153,153,195,181,4,4,4,4
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15,45,0.9481527247699899,1.5215712933172525,0.9584359772471177,1.1957202159187843,0.9481527247699899,1.5215712933172525,0.9584359772471177,1.1957202159187843,82,36,83,73,3,2,3,3
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10,30,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,307,505,453,451,5,7,6,6
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10,30,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,398,422,453,451,6,6,6,6
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13,37,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,225,233,195,239,4,4,4,4
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11,32,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,307,422,349,385,5,6,5,5
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12,36,0.21906372195515192,0.14765857072539595,0.029115833970156463,0.13806579941188055,0.21906372195515192,0.14765857072539595,0.029115833970156463,0.13806579941188055,225,233,277,277,4,4,5,5
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14,40,0.5836082233625709,0.4911367513733601,0.6486625961547973,0.6011135056666284,0.5836082233625709,0.4911367513733601,0.6486625961547973,0.6011135056666284,153,153,132,160,4,4,3,4
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10,29,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,398,505,453,493,6,7,6,6
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,47,1.3126972261774088,1.5215712933172525,1.2682093583394383,1.4309179678200474,1.3126972261774088,1.5215712933172525,1.2682093583394383,1.4309179678200474,47,36,47,48,2,2,2,2
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,24,-1.2391142836745241,-1.2262541518664605,-1.2099776903991253,-1.281937152661029,-1.2391142836745241,-1.2262541518664605,-1.2099776903991253,-1.281937152661029,558,577,585,592,7,7,8,8
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,52,2.041786228992247,2.2085276546131807,1.5779827394317587,2.032872475619982,2.041786228992247,2.2085276546131807,1.5779827394317587,2.032872475619982,9,2,18,13,1,1,1,1
